Date de la commande,Numéro de la commande,Groupe de comptes,Numéro de commande,Quantité de la commande,Devise,Sous-total de la commande,Traitement et expédition de la commande,Promotion sur la commande,Taxe sur la commande,Total net de la commande,État de la commande,Approbateur,État de réception de la commande,Quantité de commandes reçues,Utilisateur du compte,E-mail de l'utilisateur du compte,Pays/Région du numéro de TVA de l'utilisateur du compte,Numéro d'enregistrement à la TVA de l'utilisateur du compte,Date d'expédition,État de l'expédition,Statut de livraison,Date de livraison prévue,Numéro de suivi du transporteur,Quantité expédiée,Adresse d'expédition,Sous-total de l'expédition,Traitement et envoi de l'expédition,Promotion sur l'expédition,Taxe d'expédition,Total net de l'expédition,Pays/Région d'expédition,Sous-total de l'expédition,Nom du transporteur,Numéro de la facture de TVA,Emballage cadeau de l'expédition,Catégorie de produit interne à Amazon,ASIN,Titre,UNSPSC,Segment,FAMILLE,CLASSE,PRODUIT,Code de la marque,Marque,Fabricant,Numéro de stock national,Numéro de modèle de l’article,Référence,État du produit,Conformité de l'entreprise,PPU répertorié,PPU d'achat,Quantité d'articles,Sous-total de l'article,Traitement et expédition de l'article,Promotion sur l'article,Taxe sur l'article,Total net de l'article,Numéro de la ligne de commande,Programme de remise,Remise sur le prix appliquée (€ de réduction),Remise sur le prix appliquée (% de réduction),Taux de TVA sur le sous-total de l'article,Emballage cadeau de l'article,Sous-total de l'article,Statut de réception ,Quantité reçue,Date de réception,Nom du destinataire,E-mail du destinataire,Code GL,Service,Centre de coût,Code du projet,Emplacement,Champ personnalisé 1,Nom du vendeur,Identifiants du vendeur,Pays d'enregistrement à la TVA du vendeur,Numéro d'enregistrement à la TVA du vendeur
20/03/2023,408-5282923-9968345,M.S. Garuda Technologies Ltd.,CA-10012078,1,EUR,"15,17","0,00","0,00","0,00","15,17",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,22/03/2023,6G58564378677,1,"(CA-10012078-2)Fatim Zohra Zemmouri Tazi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","15,17","0,00","","0,00","15,17",,"15,17",La Poste,FR313ZIABEY,,Book,="2130826628",Psychologie clinique et psychopathologie,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,PUFA3,PUF,Presses Universitaires de France - PUF,,,,Neuf,,"15,17","15,17",1,"15,17","0,00","","0,00","15,17",="29894",,,,0%,"","15,17",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-6559911-2412342,M.S. Garuda Technologies Ltd.,CA-10012076,1,EUR,"23,59","0,00","0,00","0,00","23,59",En attente,,,,Clickapporter,purchasing@clickapporter.com,,,22/03/2023,Expédié,Sans objet,26/04/2023,4PX3000526393669CN,1,"(CA-10012076-2)Hatem Ben Salah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","23,59","0,00","","0,00","23,59",,"23,59",4PX,DOC-1607556235-2023-96,,Sports,B0BPX4HQYL,"BYNYXI Chauffe-Cou dépaule de Moto, Cache-Cou pour Homme Poitrine Épaule Wrap Écharpe Coupe-Vent Imperméable Épaulières Épaissies Cache-Cou pour Hommes Femmes Outdoor Motos Cyclisme",="53102500","Habillement, bagages et produits d'hygiène personnelle",Vêtements,Accessoires ,Accessoires ,,BYNYXI,BYNYXI,,AM0150BESE128X3020R,AM0150BESE128X3020R,Neuf,Restreint,"23,59","23,59",1,"23,59","0,00","","0,00","23,59",="29888",,,,0%,"","23,59",,,N/A,,,,,,,,,Guangzhou daanyun kejiyouxiangongsi,,,
20/03/2023,408-6536047-2678737,M.S. Garuda Technologies Ltd.,CA-10012076,1,EUR,"139,99","0,00","0,00","0,00","139,99",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,30/03/2023,9V32438365314,1,"(CA-10012076-1)Hatem Ben Salah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","139,99","0,00","","0,00","139,99",,"139,99",Colissimo,INV-GB-122678071-2023-4308,,Automotive Parts and Accessories,B07NBMZCZH,Texpeed Veste de moto en cuir pour homme - Homologué blouson été/hiver de moto de tourisme avec protection véritable biker CE armor (EN 1621-1) Design cousu matelassé - Noir - L,="46181500","Équipements et fournitures pour la défense, l'application de la loi, la sécurité et la protection",Sécurité et protection des personnes,Vêtements de sécurité,Vêtements de sécurité,,Texpeed,Texpeed,,LJ-SH-BK-L,LJ-SH-BK-L,Neuf,Restreint,"139,99","139,99",1,"139,99","0,00","","0,00","139,99",="29887",,,,0%,"","139,99",,,N/A,,,,,,,,,Texpeed Limited,,GB,GB924663805
20/03/2023,408-9294269-0882719,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"8,32","0,00","0,00","0,00","8,32",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,22/03/2023,="52100473334193500",1,"(CA-10012073-9)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","8,32","0,00","","0,00","8,32",,"8,32",Colis Privé,FR313S0ABEY,,DVD,B0B39PSMVS,Doctor Strange in The Multiverse of Madness [Blu-Ray],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,BUEC3,,Marvel,,,,Neuf,,"20,42","8,32",1,"8,32","0,00","","0,00","8,32",="29871",,,,0%,"","8,32",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-0860578-7486765,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="51140546819893500",1,"(CA-10012073-7)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",Colis Privé,FR313S0ABEY,,DVD,B0BJ3XD3BY,Spartacus [4K Ultra HD],="55111500",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Publications et musique électroniques,UNCD3,,Universal Pictures France,,,TRkin-8,Neuf,,"20,48","12,49",1,"12,49","0,00","","0,00","12,49",="29869",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-4276117-3205146,M.S. Garuda Technologies Ltd.,CA-10012073,6,EUR,"42,42","0,00","0,00","0,00","42,42",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,23/03/2023,6G58276818577,6,"(CA-10012073-16)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","42,42","0,00","","0,00","42,42",,"42,42",La Poste,FR313S0ABEY,,CE,B09Q8ZYCDB,"conecto fiches bananes pour câbles d'enceintes, lot de 4, fiche coudée à 90°, plaquées or avec code couleur (2x rouges, 2x noires), plaquées or ",="26121600",Machines et accessoires pour la production et la distribution d'électricité,"Fil électrique, câble et distribution électrique",Câbles électrique et accessoires,Câbles électrique et accessoires,FCZHM,conecto,SatChef GmbH,,SA-CC50820,SA-CC50820,Neuf,,"7,08","7,07",6,"42,42","0,00","","0,00","42,42",="29878",,,,0%,"","42,42",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-7297357-7144367,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"11,85","0,00","0,00","0,00","11,85",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,22/03/2023,="51100945665593500",1,"(CA-10012073-11)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","11,85","0,00","","0,00","11,85",,"11,85",Colis Privé,FR313S0ABEY,,Book,B07TMBN348,Le Petit Spirou - Tome 18 - La vérité sur tout ! (Bis),="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,DUPB3,DUPUIS,DUPUIS,,,,Neuf,,"11,85","11,85",1,"11,85","0,00","","0,00","11,85",="29873",,,,0%,"","11,85",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-9410664-3140333,M.S. Garuda Technologies Ltd.,CA-10012073,2,EUR,"16,64","0,00","0,00","0,00","16,64",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,23/03/2023,6P56692566867,2,"(CA-10012073-13)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","16,64","0,00","","0,00","16,64",FR,"16,64",La Poste,INV-FR-1746366065-2023-128,,"Business, Industrial, & Scientific Supplies Basic",B09V5BNC8V,"XTVTX Câble Optique Audio Splitter 1 en 2 sorties Répartiteur de câble audio optique Toslink, Adaptateur fibre Optique,Convertisseur de fibre pour ",="55111516",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Télévision ou cinéma sur Internet,,XTVTX,XTVTX,,,U0022,Neuf,Restreint,"8,32","8,32",2,"16,64","0,00","","0,00","16,64",="29875",,,,0%,"","16,64",,,N/A,,,,,,,,,shenzhenshiyaoxingmaoyiyouxiangongsi,,FR,FR77908673841
20/03/2023,408-4883044-0439545,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="51140546827993500",1,"(CA-10012073-8)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",Colis Privé,FR313S0ABEY,,DVD,B08SYV3CBQ,Les Dix Commandements [4K Ultra-HD + Blu-Ray],="55111514",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Films sur DVD,,,Paramount Pictures France,,,="309518",Neuf,,"16,36","12,49",1,"12,49","0,00","","0,00","12,49",="29870",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-4770698-2552346,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"11,85","0,00","0,00","0,00","11,85",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="534000021219293737",1,"(CA-10012073-12)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","11,85","0,00","","0,00","11,85",,"11,85",PAACK,FR313S0ABEY,,Book,B0B4FQ8S4T,Le Petit Spirou - Tome 19 - On parle pas la bouche pleine !,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,DUPB3,,DUPUIS,,,,Neuf,,"11,85","11,85",1,"11,85","0,00","","0,00","11,85",="29874",,,,0%,"","11,85",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-5764721-3689149,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"7,48","0,00","0,00","0,00","7,48",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="534000021219292351",1,"(CA-10012073-5)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","7,48","0,00","","0,00","7,48",,"7,48",PAACK,FR313S0ABEY,,DVD,B07PYJ5KBL,Les Vikings [Blu-Ray],="55111505",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Livres sur cassette ou disque compact,,,Rimini Editions,,,,Neuf,,"12,27","7,48",1,"7,48","0,00","","0,00","7,48",="29867",,,,0%,"","7,48",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-6090809-4825920,M.S. Garuda Technologies Ltd.,CA-10012073,4,EUR,"33,12","0,00","0,00","0,00","33,12",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,20/03/2023,Expédié,Livré,24/03/2023,8G48642224637,4,"(CA-10012073-3)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","33,12","0,00","","0,00","33,12",PL,"33,12",La Poste,INV-PL-102463191-2023-20232,,"Business, Industrial, & Scientific Supplies Basic",B01D2XKY48,"deleyCON 0,2m Audio Cinch Y-Adapter Câble Distributeur pour Subwoofer - AUX - 1x RCA Cinch Plug vers 2x RCA Cinch Socket - Contacts Plaqués Or",="26121600",Machines et accessoires pour la production et la distribution d'électricité,"Fil électrique, câble et distribution électrique",Câbles électrique et accessoires,Câbles électrique et accessoires,,deleyCON,deleyCON,,MK818,MK818,Neuf,Restreint,"8,28","8,28",4,"33,12","0,00","","0,00","33,12",="29865",,,,0%,"","33,12",,,N/A,,,,,,,,,memoryking GmbH & Co. KG,,PL,PL5263173338
20/03/2023,408-5036104-3834704,M.S. Garuda Technologies Ltd.,CA-10012073,2,EUR,"49,16","0,00","0,00","0,00","49,16",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="534000021219290912",2,"(CA-10012073-15)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","49,16","0,00","","0,00","49,16",FR,"49,16",PAACK,,,"Business, Industrial, & Scientific Supplies Basic",B07GQX8S95,BLca 50m - 2 x 2.5mm² - Câble Audio pour Enceintes - Câble HP haut-parleur en CCA Cuivre pour HiFi et Hi-Fi Embarquée 2 5mm2,="45121520","Équipements et fournitures pour l'impression, la photographie et l'audiovisuel","Équipements pour photographies, films ou vidéos",Appareils photo,Web caméras,,DCSk,BLca,,BLca50-25,BLca50-25,Neuf,Restreint,"24,58","24,58",2,"49,16","0,00","","0,00","49,16",="29877",,,,0%,"","49,16",,,N/A,,,,,,,,,Tatjana Listapadava,,FR,FR16814122230
20/03/2023,408-0850093-5209927,M.S. Garuda Technologies Ltd.,CA-10012073,2,EUR,"68,08","0,00","0,00","0,00","68,08",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,23/03/2023,6G58276781932,2,"(CA-10012073-14)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","68,08","0,00","","0,00","68,08",PL,"68,08",La Poste,,,Home Improvement,B07L6HY1WL,O&W Security Câble de haut-parleur haut de gamme 2 x 4 mm pour câble de boîtier HiFi Audio CCA en cuivre transparent 25 m,="26121600",Machines et accessoires pour la production et la distribution d'électricité,"Fil électrique, câble et distribution électrique",Câbles électrique et accessoires,Câbles électrique et accessoires,,O&W Security,O&W Security,,,,Neuf,Restreint,"34,04","34,04",2,"68,08","0,00","","0,00","68,08",="29876",,,,0%,"","68,08",,,N/A,,,,,,,,,Paolo Orlandi & Dirk Weise GBR,,PL,PL5263312716
20/03/2023,408-2050814-7643559,M.S. Garuda Technologies Ltd.,CA-10012073,3,EUR,"29,97","0,00","0,00","0,00","29,97",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,21/03/2023,Expédié,Livré,21/03/2023,="51140546832093500",3,"(CA-10012073-10)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","29,97","0,00","","0,00","29,97",FR,"29,97",Colis Privé,,,CE,B0989GG2ND,"45 RPM Adapter pour Disque Vinyle de 7 Pouces, fabriqué en Aluminium de Haute qualité pour la stabilité et la durabilité, argenté",="52160000","Mobilier, équipements domestiques, appareils ménager et électronique",Équipements électroniques grand public,Équipements électroniques grand public,Équipements électroniques grand public,,DIGITNOW!,DIGITNOW!,,B501S,B501-BT,Neuf,Restreint,"9,99","9,99",3,"29,97","0,00","","0,00","29,97",="29872",,,,0%,"","29,97",,,N/A,,,,,,,,,DIGITLIFE SRLS,,,
20/03/2023,408-6726285-6313151,M.S. Garuda Technologies Ltd.,CA-10012073,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="51140546819093500",1,"(CA-10012073-6)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",,"12,49",Colis Privé,FR313S0ABEY,,DVD,B0867TXZNS,Ulysse [Blu-Ray],="55111514",Produits publiés,Matériel de référence électronique,Publications et musique électroniques,Films sur DVD,UNCD3,Studio Canal,Studiocanal,,,,Neuf,,"12,29","12,49",1,"12,49","0,00","","0,00","12,49",="29868",,,,0%,"","12,49",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
20/03/2023,408-5332169-9679536,M.S. Garuda Technologies Ltd.,CA-10012073,2,EUR,"18,64","0,00","0,00","0,00","18,64",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,24/03/2023,8G48642220721,2,"(CA-10012073-2)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","18,64","0,00","","0,00","18,64",PL,"18,64",La Poste,INV-PL-102463191-2023-20275,,"Business, Industrial, & Scientific Supplies Basic",B07TX9J3LD,deleyCON 5m Câble Audio RCA Prise 2x RCA sur Prise 2x RCA Câble Audio HiFi Fiches RCA Entièrement en Métal Plaqué or Récepteur Cinéma Maison Co,="26121600",Machines et accessoires pour la production et la distribution d'électricité,"Fil électrique, câble et distribution électrique",Câbles électrique et accessoires,Câbles électrique et accessoires,,deleyCON,deleyCON,,MK4088,MK4088,Neuf,Restreint,"9,32","9,32",2,"18,64","0,00","","0,00","18,64",="29864",,,,0%,"","18,64",,,N/A,,,,,,,,,memoryking GmbH & Co. KG,,PL,PL5263173338
20/03/2023,408-8386741-3828316,M.S. Garuda Technologies Ltd.,CA-10012073,2,EUR,"26,08","0,00","0,00","0,00","26,08",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Livré,21/03/2023,="534000021219292285",2,"(CA-10012073-1)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","26,08","0,00","","0,00","26,08",FR,"26,08",PAACK,INV-FR-102463191-2023-39743,,"Business, Industrial, & Scientific Supplies Basic",B07V1F9881,deleyCON 10m Câble Audio RCA Prise 2x RCA sur Prise 2x RCA Câble Audio HiFi Fiches RCA Entièrement en Métal Plaqué or Récepteur Cinéma Maison C,="26121600",Machines et accessoires pour la production et la distribution d'électricité,"Fil électrique, câble et distribution électrique",Câbles électrique et accessoires,Câbles électrique et accessoires,,deleyCON,deleyCON,,MK4089,MK4089,Neuf,Restreint,"13,04","13,04",2,"26,08","0,00","","0,00","26,08",="29863",,,,0%,"","26,08",,,N/A,,,,,,,,,memoryking GmbH & Co. KG,,FR,FR85822148227
20/03/2023,408-9806747-0165939,M.S. Garuda Technologies Ltd.,CA-10012073,10,EUR,"79,70","0,00","0,00","0,00","79,70",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Sans objet,24/03/2023,8G48642226914,10,"(CA-10012073-4)Redouane RAIS, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","79,70","0,00","","0,00","79,70",PL,"79,70",La Poste,INV-PL-102463191-2023-20276,,"Business, Industrial, & Scientific Supplies Basic",B07TYDG6K4,"deleyCON 1,5m Câble Audio RCA Prise 2x RCA sur Prise 2x RCA Câble Audio HiFi Fiches RCA Entièrement en Métal Plaqué or Récepteur Cinéma Maison ",="43191601","Composants, fournitures et équipements informatiques et de communication",Appareils et accessoires de communication,Accessoires et pièces détachées pour appareils de communication personnels,Coques pour téléphone mobile,,deleyCON,deleyCON,,MK4086,MK4086,Neuf,Restreint,"7,97","7,97",10,"79,70","0,00","","0,00","79,70",="29866",,,,0%,"","79,70",,,N/A,,,,,,,,,memoryking GmbH & Co. KG,,PL,PL5263173338
20/03/2023,408-6142811-7244354,M.S. Garuda Technologies Ltd.,CA-10012074,1,EUR,"13,32","0,00","0,00","0,00","13,32",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,20/03/2023,Expédié,Livré,21/03/2023,="534000021219291871",1,"(CA-10012074-1)Myriam Fadil, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","13,32","0,00","","0,00","13,32",FR,"13,32",PAACK,INV-FR-644766635-2023-464,,Toy,B078NR2QBM,KUUQA 25 Pcs Mignon Squeeze Animaux Jouets Squishies Panda Chat Patte Mini Doux Squeeze Anti-Stress Jouets pour Fête d'anniversaire Faveurs Oeufs De ,="60141000","Instruments de musique, jeux, jouets, et équipements, matériel, accessoires et fournitures pour l'enseignement et les activités artisanales et artistiques",Jeux et jouets,Jouets,Jouets,,KUUQA,KUUQA,,KQ434,KQ434,Neuf,Restreint,"13,32","13,32",1,"13,32","0,00","","0,00","13,32",="29879",,,,0%,"","13,32",,,N/A,,,,,,,,,Shenzhen Zhisheng Weilai Technology Company Limited,,FR,FR91851058206
19/03/2023,171-3077508-5422725,Purchasing,CA-10012071-1,1,EUR,"27,48","5,68","0,00","1,82","34,98",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,21/03/2023,Expédié,Sans objet,24/03/2023,3x01064407941,1,"CA-10012071-1 FZZT, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), Pantin, 93500, FR","27,48","5,68","","1,82","34,98",,"33,16",La Poste,INV-FR-129166701-2023-524,,Book,B000MFJETQ,Cinq psychanalyses : Dora... le petit Hans... l'homme aux rats... le président Schreber... l'homme aux loups (Bibliothèque de psychanalyse),="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,,,Presses universitaires de France,,,,D'occasion - Bon,Restreint,"27,48","27,48",1,"27,48","5,68","","1,82","34,98",,,,,5.5%,"","33,16",,,N/A,,,,,,,,,Le Lieu Bleu,,FR,FR94512562836
19/03/2023,171-0900951-6812325,Purchasing,CA-10012070-1,1,EUR,"13,46","2,83","0,00","0,90","17,19",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,20/03/2023,Expédié,Livré,27/03/2023,AP0000249706,1,"CA-10012070-1 FZZT, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), Pantin, 93500, FR","13,46","2,83","","0,90","17,19",,"16,29",COLIS PRIVE,INV-FR-140365391-2023-16032,,Book,="2130444660",La technique psychanalytique,="55101500",Produits publiés,Imprimés,Publications imprimées,Publications imprimées,PUFA3,PUF,Presses Universitaires de France - PUF,,,,D'occasion - Acceptable,Restreint,"11,54","13,46",1,"13,46","2,83","","0,90","17,19",,,,,5.5%,"","16,29",,,N/A,,,,,,,,,LeLivreVert,,FR,FR58794930891
19/03/2023,408-7702475-3933148,M.S. Garuda Technologies Ltd.,CA-10012068,1,EUR,"20,81","0,00","0,00","0,00","20,81",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,20/03/2023,Expédié,Livré,20/03/2023,="534000021219274549",1,"(CA-10012068-2)Yassine Mouzoune, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","20,81","0,00","","0,00","20,81",FR,"20,81",PAACK,INV-FR-168635951-2023-53,,Kitchen,B01MFAEY4C,"Supportiback Coussin Lombaire, Thérapeutique - Mémoire de Forme Ergonomique - Soutien Maison, Bureau, Voiture, Voyage - Soulage et prévient Douleur",="52121505","Mobilier, équipements domestiques, appareils ménager et électronique","Literie, linge de table et de cuisine et serviettes",Draps de lit,Oreillers,SUV3Z,Supportiback,Supportiback,,LUMBARSUPPORTCUSHION,LUMBARSUPPORTCUSHION,Neuf,Restreint,"59,98","20,81",1,"20,81","0,00","","0,00","20,81",="29856",,,,0%,"","20,81",,,N/A,,,,,,,,,Benitago Limited,,FR,FR64829951870
